sbd,toan,ngu_van,ngoai_ngu,vat_li,hoa_hoc,sinh_hoc,ma_ngoai_ngu
34013290,6.6,4.75,5.4,6.75,4.75,5.75,N1
34013292,7.2,6.0,4.2,5.75,5.0,7.0,N1
34013293,8.4,4.25,7.8,8.25,6.75,6.25,N1
34013294,6.4,5.5,5.8,4.5,3.75,4.25,N1
34013295,7.0,6.25,8.0,7.75,6.25,7.0,N1
34013296,7.2,5.75,4.2,6.25,7.25,6.0,N1
34013303,7.2,8.0,5.2,8.0,7.75,6.25,N1
34013305,5.4,5.25,4.4,4.75,3.25,2.5,N1
34013314,7.8,8.5,9.2,8.0,6.75,8.25,N1
34013320,7.0,5.0,7.8,7.75,6.0,6.5,N1
34013323,6.0,7.0,3.6,4.0,6.25,5.75,N1
34013326,7.4,6.0,6.8,7.5,3.25,4.75,N1
34013327,6.2,6.25,5.2,6.5,5.5,5.75,N1
34013331,8.2,5.0,5.8,8.25,7.5,6.5,N1
34013333,8.0,5.25,4.2,4.75,4.75,5.25,N1
34013334,7.4,4.75,5.8,7.0,8.25,7.0,N1
34013335,7.4,5.25,6.2,4.25,6.75,5.75,N1
34013336,5.8,6.75,3.6,4.5,2.5,4.5,N1
34013337,7.6,5.5,6.8,5.0,7.0,5.5,N1
34013338,7.6,5.75,3.2,7.5,8.25,4.0,N1
34013341,5.4,5.75,5.4,4.75,4.5,6.75,N1
34013345,6.8,6.0,5.6,6.5,4.0,5.25,N1
34013348,6.6,5.25,3.6,5.0,4.25,5.25,N1
34013349,7.8,5.25,4.4,5.5,6.5,5.25,N1
34013354,7.2,7.25,6.8,5.5,3.75,5.75,N1
34013357,7.2,6.5,5.6,6.75,4.0,5.25,N1
34013358,7.2,8.0,3.6,6.75,7.25,3.5,N1
34013360,8.6,6.75,5.8,8.0,6.0,6.0,N1
34013365,4.2,6.5,2.6,4.75,4.75,6.0,N1
34013366,7.6,6.75,5.2,7.25,6.5,7.25,N1
34013368,7.8,6.25,3.6,5.5,7.75,6.0,N1
34013372,8.0,6.5,5.6,5.5,6.25,6.0,N1
34013374,8.0,6.75,4.4,7.5,8.0,5.5,N1
34013376,6.4,5.0,7.2,3.75,4.0,4.75,N1
34013379,8.0,4.5,3.4,2.5,8.5,8.5,N1
34013385,7.4,7.0,6.8,7.0,7.0,6.75,N1
34013391,7.6,6.25,5.4,4.0,7.5,6.25,N1
34013394,7.2,4.5,7.0,8.0,7.0,5.25,N1
34013398,7.0,5.75,5.4,6.25,4.75,5.75,N1
34013400,7.8,6.5,8.0,8.25,6.0,6.25,N1
34013404,8.2,2.75,7.8,7.25,5.5,6.0,N1
34013410,7.8,7.5,7.4,7.75,5.25,6.0,N1
34013412,8.2,7.25,5.4,5.5,8.25,9.25,N1
34013413,8.0,5.5,5.4,6.75,7.25,5.25,N1
34013414,6.0,7.0,5.6,6.25,6.25,4.25,N1
34013418,8.2,6.0,8.0,8.25,2.5,6.75,N1
34013420,7.8,7.5,6.0,7.75,8.25,7.5,N1
34013422,7.0,5.5,4.6,4.5,4.25,5.5,N1
34013424,8.8,8.0,7.8,8.75,7.5,6.75,N1
34013427,5.8,3.75,4.0,4.5,6.0,5.0,N1
34013433,7.0,6.5,5.8,7.0,5.5,5.0,N1
34013434,8.0,5.75,3.2,6.5,3.25,6.5,N1
34013441,6.2,4.5,4.4,3.25,7.0,7.0,N1
34013442,6.6,6.5,6.0,6.75,4.5,6.0,N1
34013445,7.0,7.25,7.4,5.75,5.75,6.75,N1
34013451,7.6,7.5,8.4,6.75,6.25,6.25,N1
34013465,8.4,7.0,5.4,7.75,5.0,6.75,N1
34013467,7.4,6.0,6.4,5.5,6.75,3.0,N1
34013468,7.8,5.25,9.0,8.25,5.5,6.0,N1
34013469,7.6,6.5,6.8,6.75,6.0,5.75,N1
34013474,8.0,7.5,4.2,8.5,7.75,7.25,N1
34013476,6.2,4.25,4.2,5.75,5.75,5.25,N1
34013478,7.4,6.0,4.6,8.5,6.5,4.5,N1
34013481,7.2,8.0,6.0,6.25,6.0,5.0,N1
34013482,7.2,7.0,5.4,7.25,8.5,4.75,N1
34013486,6.6,8.5,4.0,5.5,5.5,5.5,N1
34013487,5.2,6.0,2.6,5.0,3.75,3.0,N1
34013494,7.2,6.0,4.0,5.0,8.75,5.0,N1
34013497,7.2,6.5,5.2,6.5,6.75,5.25,N1
34013498,8.2,7.0,3.0,8.25,7.25,5.25,N1
34013500,8.0,6.0,3.4,7.25,7.0,5.25,N1
34013501,5.6,6.0,4.4,6.0,5.75,5.0,N1
34013503,6.0,6.0,8.4,4.5,5.5,6.0,N1
34013505,8.2,4.25,3.4,7.5,7.5,6.0,N1
34013507,7.0,6.5,8.6,6.0,5.25,6.25,N1
34013510,6.4,6.25,5.6,7.0,6.25,6.5,N1
34013511,7.0,8.75,5.4,4.75,4.5,6.0,N1
34013513,7.6,6.75,4.6,6.5,7.0,6.75,N1
34013515,7.2,5.5,6.6,7.5,8.5,6.25,N1
34013518,7.0,4.75,2.2,4.25,4.25,5.25,N1
34013519,7.8,7.5,5.6,8.25,8.5,7.0,N1
34013521,7.4,7.5,7.6,8.5,7.0,6.5,N1
34013529,6.0,6.75,4.4,5.75,6.0,5.5,N1
34013532,6.6,6.75,6.0,6.25,4.0,5.75,N1
34013535,9.0,6.25,5.6,8.0,8.0,4.5,N1
34013540,8.2,6.0,7.6,6.0,8.75,8.25,N1
34013545,7.8,7.25,7.8,8.0,8.75,7.0,N1
34013548,5.6,7.0,4.8,4.25,5.0,5.5,N1
34013551,7.8,6.25,3.6,4.75,6.25,5.0,N1
34013560,8.6,5.25,3.4,8.25,9.25,4.25,N1
34013562,8.0,5.5,4.8,6.75,7.0,6.75,N1
34013569,7.6,7.5,9.2,8.25,8.75,7.75,N1
34013572,8.0,8.0,6.2,7.5,4.5,6.5,N1
34013575,7.2,4.75,5.4,6.5,6.0,7.25,N1
34013578,8.4,6.0,4.6,8.25,8.5,7.5,N1
34013579,8.0,6.75,5.8,8.25,8.0,7.5,N1
34013580,7.4,5.0,5.0,6.0,3.5,5.75,N1
34013581,7.2,6.75,6.4,8.0,5.25,5.25,N1
34013582,6.8,5.0,5.4,5.75,5.5,5.5,N1
34013586,6.4,6.0,3.6,4.5,5.0,5.75,N1
34013587,8.0,6.75,7.2,6.0,8.75,8.0,N1
34013589,7.6,7.25,6.8,7.75,6.75,7.25,N1
34013592,8.2,7.0,6.0,6.25,6.5,7.0,N1
34013596,8.6,6.75,7.2,9.0,8.75,7.75,N1
34013600,7.4,6.25,4.6,6.25,5.75,6.0,N1
34013603,5.6,6.0,6.2,5.25,1.75,5.0,N1
34013604,6.2,6.25,5.4,4.25,4.5,5.5,N1
34013610,7.2,5.5,4.0,4.25,6.25,6.25,N1
34013614,7.0,7.5,6.4,7.25,5.5,5.75,N1
34013619,7.8,5.0,4.2,7.25,6.5,4.0,N1
34013621,6.4,6.25,4.0,6.75,6.5,6.5,N1
34013622,7.2,6.5,3.4,5.5,5.75,6.75,N1
34013623,6.6,6.0,4.6,7.25,6.75,5.75,N1
34013627,7.0,6.75,5.4,7.25,4.0,4.0,N1
34013630,7.2,6.25,7.8,7.5,4.0,3.75,N1
34013633,7.4,6.75,6.2,6.5,7.5,7.0,N1
34013640,6.8,5.75,6.0,5.5,7.75,8.25,N1
34013642,7.6,6.5,5.0,7.25,6.0,7.0,N1
34013643,5.8,5.0,6.0,6.5,4.0,5.5,N1
34013645,7.8,4.75,6.6,7.25,4.5,5.0,N1
34013646,6.8,6.0,4.0,7.75,8.0,5.75,N1
34013647,8.0,5.5,6.4,9.0,8.0,5.25,N1
34013651,8.0,7.75,7.4,7.0,7.5,6.5,N1
34013652,7.4,7.0,5.4,7.0,7.25,6.0,N1
34013656,8.0,9.5,9.4,6.0,6.25,6.75,N1
34013659,7.2,6.5,4.8,5.75,6.75,4.5,N1
34013661,7.8,7.75,6.0,8.25,8.0,7.75,N1
34013663,7.4,5.25,3.6,6.5,6.75,5.0,N1
34013666,7.8,7.5,7.4,6.75,7.0,8.25,N1
34013676,6.6,6.5,5.0,5.0,5.25,6.75,N1
34013678,7.4,7.5,4.8,6.25,7.25,6.75,N1
34013679,7.2,6.25,3.0,8.0,6.25,6.25,N1
34013682,7.2,7.0,4.4,7.5,6.75,7.0,N1
34013686,8.6,6.5,7.2,8.25,5.5,6.5,N1
34013691,6.6,7.75,6.4,5.25,4.75,6.5,N1
34013693,7.2,7.0,5.6,7.75,6.5,6.0,N1
34013701,7.2,6.75,6.2,4.75,5.5,5.75,N1
34013702,8.4,6.0,4.6,7.75,6.5,6.5,N1
34013704,8.4,8.0,6.0,8.5,8.5,5.75,N1
34013706,7.0,6.0,8.4,7.25,5.5,6.0,N1
34013708,7.4,7.75,8.6,8.25,6.25,7.5,N1
34013715,7.6,7.25,7.2,8.0,4.75,5.5,N1
34013716,7.6,6.5,6.6,7.75,7.75,4.5,N1
34013717,7.6,6.0,5.2,7.5,7.75,5.75,N1
34013719,8.0,5.75,8.4,8.0,6.0,5.75,N1
34013723,6.8,7.5,6.0,5.5,5.0,5.5,N1
34013724,6.0,8.5,2.6,3.0,5.0,4.5,N1
34013725,7.4,7.5,8.6,6.5,7.75,6.5,N1
34013726,7.6,5.75,3.4,4.75,3.5,5.25,N1
34013727,6.2,4.0,4.8,6.25,4.5,6.75,N1
34013728,8.0,6.25,7.0,8.5,7.25,7.75,N1
34013729,8.8,7.0,8.2,8.25,9.0,7.25,N1
34013730,7.6,6.25,4.2,8.0,7.25,5.0,N1
34013732,6.2,4.5,5.6,4.5,3.75,5.5,N1
34013733,4.4,5.75,4.2,5.0,3.75,6.0,N1
34013734,6.4,7.0,4.2,3.25,7.0,7.5,N1
34013735,5.0,6.0,5.6,4.75,4.75,5.75,N1
34013736,7.0,8.75,6.8,6.25,7.75,6.75,N1
34013740,5.6,6.5,4.4,5.0,4.75,6.75,N1
34013747,7.8,7.0,6.0,7.75,8.0,7.5,N1
34013753,8.8,7.0,4.6,6.0,7.5,5.75,N1
34013754,7.6,7.25,8.0,7.25,7.0,6.5,N1
34013757,7.4,5.75,6.2,6.75,5.25,4.5,N1
34013763,7.4,5.75,7.2,7.75,4.75,5.0,N1
34013765,7.2,7.0,6.8,7.5,3.75,5.75,N1
34013767,8.4,9.5,9.4,7.0,7.75,8.25,N1
34013769,8.2,7.0,7.0,7.75,4.25,5.5,N1
34013770,8.2,7.0,6.8,7.25,7.25,7.25,N1
34013771,6.4,5.25,4.0,5.5,6.5,6.0,N1
34013778,3.8,6.0,4.8,4.5,4.75,4.5,N1
34013780,6.8,8.0,4.6,6.0,7.0,7.75,N1
34013789,6.8,7.5,4.6,5.5,6.0,5.75,N1
34013790,8.6,6.75,7.6,9.0,6.5,9.0,N1
34013794,7.2,6.0,6.0,6.5,6.75,6.0,N1
34013798,8.6,7.25,4.6,5.25,8.5,8.5,N1
34013804,5.8,7.0,6.0,5.5,5.25,6.5,N1
34013805,7.4,6.0,6.2,7.5,7.5,6.75,N1
34013807,7.8,5.75,8.2,8.75,6.0,6.5,N1
34013809,6.8,5.75,4.8,8.25,7.25,5.25,N1
34013811,7.4,5.25,5.6,7.5,8.25,6.75,N1
34013812,7.6,6.5,7.2,3.0,8.0,8.25,N1
34013814,6.0,4.5,6.0,4.75,3.0,5.25,N1
34013815,5.6,4.75,5.6,4.5,5.5,5.0,N1
34013818,7.6,7.25,4.8,6.5,6.75,5.75,N1
34013819,8.4,8.5,6.4,7.75,6.75,7.5,N1
34013822,4.2,5.0,3.4,4.0,2.75,5.25,N1
34013824,8.8,8.75,7.6,6.25,8.75,7.5,N1
34013826,8.0,6.0,5.6,8.0,8.0,6.75,N1
34013827,8.4,6.25,5.4,8.0,8.5,6.25,N1
34013829,5.6,4.75,4.8,4.5,5.5,8.0,N1
34013830,7.6,7.5,4.8,7.75,7.75,6.25,N1
34013835,6.8,4.0,5.4,7.75,4.75,7.5,N1
34013842,6.6,6.5,6.8,6.25,4.5,5.5,N1
34013843,8.0,7.75,6.0,7.5,8.75,5.25,N1
34013845,7.0,9.0,7.4,5.75,7.5,5.5,N1
34013846,6.6,7.75,4.4,6.75,4.0,6.0,N1
34013848,7.0,5.75,6.0,6.25,4.0,5.0,N1
34013853,7.4,6.5,4.4,8.25,6.75,6.25,N1
34013854,8.2,5.25,6.6,6.75,5.0,6.25,N1
34013858,7.4,6.0,4.8,7.75,5.25,4.0,N1
34013860,8.2,7.5,8.6,8.5,6.75,5.75,N1
34013863,7.8,7.0,6.0,6.75,6.0,5.25,N1
34013866,7.8,5.75,5.0,7.5,6.5,6.5,N1
34013869,7.0,7.5,5.6,7.5,7.75,6.25,N1
34013870,7.6,6.5,5.4,7.0,7.25,7.5,N1
34013871,8.4,6.75,5.0,6.75,5.5,7.25,N1
34013873,6.8,6.5,5.2,6.0,3.75,3.5,N1
34013874,7.6,6.0,5.2,7.75,6.5,3.75,N1
34013875,6.8,7.25,6.2,6.25,8.25,5.25,N1
34013879,6.2,6.0,4.4,6.5,5.5,5.0,N1
34013880,5.2,6.25,5.2,4.5,4.75,4.75,N1
34013882,8.6,6.25,9.2,8.5,7.75,6.25,N1
34013883,6.6,6.25,5.2,5.0,6.5,5.0,N1
34013884,7.0,5.75,6.8,7.25,7.25,6.0,N1
34013886,7.4,7.5,8.8,7.75,5.0,6.5,N1
34013887,7.8,5.25,5.6,5.75,7.0,6.25,N1
34013889,7.2,5.0,5.8,6.25,5.25,4.5,N1
34013890,8.0,5.0,5.4,5.75,7.0,4.75,N1
34013894,7.8,6.25,8.2,6.75,6.75,7.5,N1
34013899,7.6,9.0,5.4,7.75,7.5,6.25,N1
34013901,7.2,6.75,4.6,6.5,6.0,6.0,N1
34013905,7.0,7.0,5.2,6.5,8.0,4.0,N1
34013906,5.6,6.5,5.2,6.25,6.75,6.0,N1
34013907,7.4,6.75,7.4,7.75,5.5,5.5,N1
34013914,8.0,6.5,3.6,5.5,4.75,5.0,N1
34013917,6.8,5.5,3.8,6.5,4.0,5.75,N1
34013919,6.4,6.0,6.8,8.0,5.25,6.25,N1
34013921,7.8,5.75,5.4,5.75,5.75,7.5,N1
34013922,7.2,5.0,6.0,8.25,5.25,5.5,N1
34013924,7.0,5.25,4.6,5.25,6.5,5.75,N1
34013925,9.4,3.75,5.4,9.0,9.25,5.0,N1
34013926,7.8,6.75,6.6,7.0,5.75,6.0,N1
34013927,7.2,6.25,5.0,6.25,5.5,6.25,N1
34013932,8.2,6.75,4.4,7.5,8.0,7.25,N1
34013936,5.2,6.75,5.6,5.75,5.25,6.25,N1
34013939,7.8,8.25,7.0,4.75,4.75,5.75,N1
34013940,7.8,7.75,7.8,6.5,6.5,5.75,N1
34013946,7.8,6.0,4.0,7.5,8.5,6.5,N1
34013947,6.0,5.75,6.6,4.75,6.0,7.75,N1
34013948,6.6,6.75,4.8,7.0,5.75,7.25,N1
34013951,8.0,7.5,6.4,8.0,8.75,8.5,N1
34013952,3.6,4.25,4.8,3.5,7.0,6.0,N1
34013959,8.6,5.75,5.4,8.0,8.0,6.0,N1
34013963,7.4,5.75,6.6,6.25,5.25,5.5,N1
34013964,8.8,4.5,6.6,5.75,9.0,6.75,N1
34013965,8.2,7.25,9.2,6.0,6.25,5.75,N1
34013967,6.8,4.75,4.8,4.5,8.0,5.75,N1
34013969,6.0,6.5,5.4,4.5,5.25,5.75,N1
34013970,4.6,5.5,4.4,4.25,5.5,4.5,N1
34013971,7.4,5.75,5.2,6.75,5.25,5.25,N1
34013974,3.2,5.75,2.2,3.5,3.25,5.25,N1
34013975,7.8,6.0,5.8,7.75,4.25,5.5,N1
34013979,7.4,6.0,3.4,5.0,5.25,5.0,N1
34013982,7.8,7.25,8.4,7.5,8.5,6.75,N1
34013983,7.4,6.0,5.4,6.25,7.0,6.0,N1
34013984,7.4,6.75,8.2,7.5,6.75,6.75,N1
34013985,7.0,6.0,4.2,5.25,7.5,5.25,N1
34013987,8.0,6.25,7.6,6.5,6.25,5.5,N1
34013988,8.0,6.25,7.4,6.0,7.75,6.5,N1
34013991,6.8,7.0,6.8,6.75,5.5,5.25,N1
34013993,6.6,6.0,5.2,5.0,4.75,3.0,N1
34013994,5.6,5.5,6.6,5.25,4.5,3.25,N1
34013995,7.6,7.5,6.8,4.5,8.25,6.0,N1
34013997,7.2,7.0,6.4,6.5,6.25,6.75,N1
34014000,6.8,7.5,7.0,5.25,5.75,6.5,N1
34014001,8.2,7.25,8.6,7.0,7.25,7.5,N1
34014002,6.6,6.0,6.4,7.25,6.0,5.75,N1
34014004,8.2,5.5,8.4,6.5,5.75,5.25,N1
34014008,7.8,8.25,8.8,6.25,8.25,5.75,N1
34014009,7.8,6.25,8.8,7.75,6.25,5.0,N1
34014010,5.0,7.5,5.4,7.25,6.5,6.25,N1
34014012,3.8,6.75,3.8,3.75,5.5,6.0,N1
34014015,7.8,8.75,5.4,6.25,7.75,6.75,N1
34014016,7.8,8.0,6.4,6.25,6.75,6.75,N1
34014017,6.6,8.5,8.2,6.75,6.25,6.5,N1
34014019,8.0,7.25,6.8,5.5,7.25,7.25,N1
34014022,8.0,6.5,7.4,8.0,8.5,8.0,N1
34014023,8.2,7.0,7.6,7.5,7.5,7.75,N1
34014024,6.8,5.5,5.8,6.0,6.0,7.25,N1
34014031,7.6,6.25,7.4,7.5,8.25,5.5,N1
34014032,4.4,5.5,5.6,3.5,6.25,6.75,N1
34014033,7.6,6.0,7.0,8.0,8.0,7.0,N1
34014035,7.4,7.5,7.2,6.0,6.25,6.75,N1
34014037,8.0,8.25,6.0,7.0,8.0,4.5,N1
34014039,5.8,5.5,5.6,5.75,6.25,5.25,N1
34014040,7.6,7.25,6.2,7.75,5.5,6.0,N1
34014041,8.2,5.75,6.2,5.75,6.25,7.0,N1
34014042,8.2,7.0,7.8,6.5,5.5,6.25,N1
34014045,6.4,8.5,4.8,5.75,4.0,6.25,N1
34014050,8.0,6.25,6.8,6.0,6.75,7.5,N1
34014052,7.8,7.75,5.6,7.75,8.75,6.5,N1
34014054,8.2,6.0,5.8,7.25,9.0,7.0,N1
34014060,6.8,6.0,6.8,7.0,4.5,4.75,N1
34014061,8.8,8.0,7.6,7.25,7.25,4.75,N1
34014062,7.6,6.25,8.8,8.25,7.0,5.0,N1
34014063,7.4,5.75,4.6,8.5,8.25,6.25,N1
34014064,6.2,5.75,5.6,5.25,6.75,5.75,N1
34014066,7.6,6.75,8.6,8.25,7.75,7.5,N1
34014069,7.6,6.5,2.2,6.25,5.25,5.5,N1
34014070,8.4,6.5,3.8,8.25,8.0,6.25,N1
34014071,6.8,5.0,2.0,6.75,7.25,6.25,N1
34014074,3.8,4.0,6.6,6.75,7.0,3.75,N1
34014076,8.0,6.75,7.0,5.0,7.5,5.0,N1
34014077,5.6,5.25,4.8,5.75,4.25,5.25,N1
34014078,6.4,7.5,6.6,7.25,4.75,5.0,N1
34014081,7.4,6.0,7.2,8.0,6.0,5.0,N1
34014082,7.2,6.25,5.2,7.25,7.75,5.5,N1
34014083,7.6,7.0,5.2,8.5,8.25,6.25,N1
34014084,5.2,6.5,7.6,4.75,4.25,4.5,N1
34014088,4.0,4.75,4.2,3.25,3.75,4.5,N1
34014091,7.8,4.5,6.4,7.25,5.5,5.75,N1
34014092,7.2,6.0,6.0,6.5,7.25,6.75,N1
34014093,8.2,5.0,5.8,8.5,7.5,6.75,N1
34014094,5.8,4.75,4.8,5.25,5.25,6.75,N1
34014096,8.0,3.75,5.8,7.0,5.5,7.5,N1
34014097,8.2,4.5,5.4,7.25,6.25,5.75,N1
34014099,7.2,6.25,5.2,5.25,8.0,7.0,N1
34014100,6.0,5.25,5.2,6.25,5.5,6.5,N1
34014101,6.4,4.0,4.8,5.25,4.75,5.5,N1
34014102,6.8,6.75,7.2,6.5,6.75,5.0,N1
34014103,5.8,4.75,4.2,4.5,5.0,5.0,N1
34014106,8.2,7.5,9.2,8.5,6.5,4.5,N1
34014114,7.8,7.0,7.4,7.5,6.75,6.5,N1
34014122,8.0,6.0,5.0,5.75,7.0,5.25,N1
34014127,8.2,5.5,5.8,5.75,6.75,5.25,N1
34014128,7.0,7.0,6.2,6.0,7.75,6.75,N1
34014133,7.8,6.25,7.0,7.75,6.25,6.25,N1
34014134,8.0,7.0,8.4,5.5,8.75,7.5,N1
34014136,7.8,5.75,6.6,7.25,8.0,6.25,N1
34014140,8.0,8.0,6.2,8.0,8.0,6.5,N1
34014141,7.8,7.5,4.6,5.5,5.0,6.75,N1
34014145,7.2,6.25,6.8,6.0,6.0,6.25,N1
34014147,6.0,4.0,4.6,4.25,6.0,6.75,N1
34014148,8.4,5.75,7.4,8.25,6.5,7.0,N1
34014149,7.4,5.75,6.6,7.0,7.75,6.25,N1
34014150,7.6,6.0,9.0,6.75,8.0,6.0,N1
34014154,6.8,6.75,5.6,7.25,7.0,4.0,N1
34014158,7.6,6.0,7.0,3.25,7.25,3.0,N1
34014162,7.2,7.5,4.8,7.0,7.75,6.5,N1
34014164,8.2,6.75,4.6,8.5,8.25,6.0,N1
34014166,6.6,6.5,6.4,7.0,6.0,5.75,N1
34014172,7.2,6.75,6.8,7.0,6.5,6.0,N1
34014177,5.0,7.0,3.8,4.0,2.25,6.5,N1
34014178,8.0,6.5,6.0,7.25,7.5,6.5,N1
34014179,7.6,5.25,4.6,7.5,7.25,5.0,N1
34014180,7.2,5.0,6.0,5.25,6.0,5.25,N1
34014181,6.8,4.75,4.8,5.0,6.25,5.5,N1
34014182,7.0,7.0,5.8,4.25,7.0,5.25,N1
34014184,7.4,7.25,4.8,7.75,8.0,6.25,N1
34014185,6.8,5.5,4.2,5.5,6.25,5.5,N1
34014186,7.8,4.25,4.0,6.75,6.5,4.25,N1
34014187,7.6,5.75,3.8,6.0,5.75,5.75,N1
34014188,6.0,7.5,4.4,6.0,7.0,5.5,N1
34014189,7.4,8.5,6.0,7.0,7.0,6.5,N1
34014190,6.2,5.0,3.4,6.0,7.5,5.75,N1
34014200,6.8,5.5,5.4,6.0,4.75,6.0,N1
34014201,7.8,4.75,6.6,7.25,8.25,6.5,N1
34014202,6.6,4.75,4.8,5.75,6.0,6.25,N1
34014210,7.4,5.5,7.0,6.0,6.5,6.0,N1
34014213,7.6,7.75,6.6,7.25,7.5,6.5,N1
34014214,8.6,8.0,5.4,7.0,8.5,6.75,N1
34014217,8.2,7.5,6.6,7.5,7.5,6.5,N1
34014218,7.0,7.25,4.8,6.75,7.5,6.0,N1
34014220,8.6,7.0,7.2,8.0,6.25,6.75,N1
34014221,8.0,6.75,8.4,8.0,6.5,7.0,N1
34014226,7.4,5.75,3.8,6.75,4.5,5.0,N1
34014229,6.4,4.5,4.8,6.0,5.0,7.5,N1
34014231,6.8,7.5,6.0,6.25,6.25,5.0,N1
34014232,8.2,6.5,6.4,7.0,9.0,8.75,N1
34014233,7.2,6.0,6.0,8.0,7.5,6.25,N1
34014237,7.8,7.25,5.8,7.75,7.75,6.0,N1
34014243,8.0,8.0,6.0,7.25,7.5,6.25,N1
34014246,7.6,6.0,9.2,7.5,7.25,7.0,N1
34014247,6.6,6.0,3.0,3.25,4.0,6.5,N1
34014250,7.6,6.25,5.8,7.0,7.5,7.25,N1
34014252,7.0,6.0,9.0,6.5,6.25,8.25,N1
34014253,9.0,6.25,7.0,5.0,4.75,6.5,N1
34014255,7.2,5.5,4.8,2.0,5.5,4.75,N1
34014258,6.8,5.0,3.8,6.25,6.5,4.25,N1
34014266,7.2,6.75,4.0,6.25,7.5,4.25,N1
34014268,7.0,6.75,4.4,7.25,4.75,6.5,N1
34014270,6.2,5.5,4.4,4.25,6.25,5.5,N1
34014278,6.8,4.0,2.8,8.0,7.25,6.0,N1
34014280,8.2,6.75,3.2,7.25,7.25,5.0,N1
34014281,7.6,6.5,4.0,4.75,5.75,6.25,N1
34014287,6.0,6.75,5.8,7.5,7.5,6.0,N1
34014288,8.0,7.0,6.2,7.25,8.25,6.5,N1
34014289,6.8,7.25,6.4,6.5,7.0,6.25,N1
34014290,6.8,7.0,5.4,5.5,7.5,6.25,N1
34014293,6.6,6.75,4.0,7.75,7.75,6.25,N1
34014295,7.2,7.75,4.8,5.75,8.25,7.75,N1
34014296,8.8,8.5,7.4,9.0,8.5,8.5,N1
34014301,6.8,6.0,6.0,7.25,7.5,6.75,N1
34014313,8.0,4.5,2.0,6.5,7.5,6.25,N1
34014315,7.6,7.5,5.8,8.25,6.25,6.0,N1
34014316,8.4,5.75,5.6,7.25,7.0,6.75,N1
34014317,8.4,4.75,2.0,6.25,7.75,5.0,N1
34014318,7.2,7.25,5.0,7.75,7.75,7.0,N1
34014320,8.0,6.75,4.6,7.25,7.0,6.25,N1
34014321,7.8,7.25,4.0,5.75,7.0,4.5,N1
34014323,6.8,5.0,5.0,5.25,7.25,5.5,N1
34014324,5.6,5.0,7.6,4.75,6.0,5.25,N1
34014326,6.4,7.0,6.2,5.0,5.0,6.0,N1
34014328,7.8,5.75,2.8,5.0,5.25,7.25,N1
34014330,8.0,5.0,4.0,7.5,7.5,4.25,N1
34014331,8.2,5.75,6.0,8.0,8.0,5.25,N1
34014335,8.6,6.0,5.6,4.25,6.0,5.75,N1
34014338,6.6,5.0,2.6,5.0,6.0,4.5,N1
34014339,7.0,5.5,9.2,8.25,2.25,6.25,N1
34014340,7.0,7.25,5.8,7.25,6.5,6.5,N1
34014341,7.2,6.5,8.2,7.0,5.75,5.75,N1
34014342,7.8,6.0,4.6,7.75,7.25,7.0,N1
34014343,7.2,5.5,3.0,7.0,7.25,5.25,N1
34014345,7.6,5.0,4.2,7.5,7.5,6.0,N1
34014346,7.0,5.5,3.6,6.0,4.5,2.5,N1
34014347,6.8,5.75,4.8,6.25,7.25,4.75,N1
34014348,6.2,6.75,4.2,3.75,4.0,6.0,N1
34014349,7.8,6.25,8.6,6.5,6.5,6.5,N1
34014350,8.4,6.0,4.6,7.5,7.75,7.0,N1
34014353,7.2,7.0,7.4,8.0,5.75,5.5,N1
34014357,7.6,7.0,4.6,7.0,6.75,5.5,N1
34014360,7.8,7.0,4.8,7.5,7.5,6.5,N1
34014369,7.6,8.25,3.8,6.0,7.5,6.25,N1
34014371,7.8,6.25,5.2,6.5,8.0,6.75,N1
34014372,7.8,6.25,3.8,7.75,8.0,4.5,N1
34014378,7.4,7.25,4.6,7.5,7.75,5.0,N1
34014379,8.6,6.0,6.6,7.0,4.25,8.0,N1
34014383,7.6,4.75,8.4,7.75,7.5,7.5,N1
34014392,7.8,7.25,5.4,7.5,7.75,5.5,N1
34014394,5.8,6.75,3.6,4.0,4.0,3.25,N1
34014396,7.4,7.75,5.0,5.25,8.75,8.25,N1
34014397,7.6,8.5,6.8,7.75,8.5,6.75,N1
34014398,7.4,7.25,3.4,5.75,6.5,3.25,N1
34014400,7.2,7.0,3.4,5.0,6.5,5.75,N1
34014405,8.0,7.5,4.2,7.25,6.5,6.0,N1
34014407,7.6,7.5,5.2,8.0,7.0,6.0,N1
34014408,7.6,7.5,7.2,5.0,6.0,7.75,N1
34014412,7.2,5.75,8.2,5.25,5.0,7.75,N1
34014413,5.4,6.25,4.8,3.25,5.75,6.0,N1
34014417,6.2,5.75,7.0,7.0,7.25,4.25,N1
34014420,6.8,7.0,6.0,7.25,6.5,6.5,N1
34014423,6.8,7.5,4.0,2.75,5.75,6.0,N1
34014428,7.0,6.25,3.8,4.75,6.75,4.5,N1
34014430,7.8,5.25,5.2,8.5,6.25,6.0,N1
34014432,7.0,5.75,4.0,5.75,6.0,5.5,N1
34014437,8.6,5.25,3.8,7.25,7.25,5.25,N1
34014439,8.4,4.0,4.2,7.25,7.75,6.75,N1
34014441,7.8,6.25,4.2,7.75,7.75,6.0,N1
34014443,7.8,5.75,2.2,6.5,7.5,6.25,N1
