sbd,toan,ngu_van,ngoai_ngu,vat_li,hoa_hoc,sinh_hoc,ma_ngoai_ngu
1002314,8.2,8.75,9.0,6.5,8.25,8.0,N1
1002315,7.0,7.5,7.2,7.25,7.25,5.5,N1
1002316,7.8,6.25,5.8,5.75,8.0,5.25,N1
1002317,8.0,6.75,8.8,8.5,5.75,5.25,N1
1002318,8.6,6.75,7.6,7.25,8.25,5.75,N1
1002319,7.8,6.5,8.8,7.25,5.0,5.75,N1
1002320,8.2,6.25,7.8,7.75,5.5,4.5,N1
1002321,8.8,7.25,8.6,8.5,5.25,7.5,N1
1002323,9.2,8.0,8.6,9.0,7.25,6.75,N1
1002324,7.6,7.0,9.0,4.5,5.5,6.25,N1
1002325,7.2,8.75,7.2,5.25,7.25,7.25,N1
1002326,7.8,7.5,4.2,7.0,4.75,6.5,N1
1002327,8.6,6.75,9.2,7.0,7.75,6.0,N1
1002328,7.0,7.5,8.2,6.25,3.25,5.25,N1
1002329,8.4,7.75,8.6,8.5,8.0,7.75,N1
1002330,8.2,6.75,9.0,7.5,4.5,4.75,N1
1002331,8.0,8.5,8.8,7.5,4.75,6.0,N1
1002332,6.6,8.25,7.6,3.25,7.5,7.25,N1
1002333,7.4,4.75,7.8,5.75,3.5,6.5,N1
1002334,7.6,5.25,8.6,8.75,6.75,5.5,N1
1002335,7.6,6.5,8.2,8.25,4.75,5.0,N1
1002336,8.2,6.75,8.0,7.5,5.25,5.5,N1
1002337,7.4,7.0,7.0,7.5,3.0,5.0,N1
1002338,8.2,6.0,8.4,8.75,4.75,6.25,N1
1002339,7.8,6.0,9.6,6.75,4.0,6.0,N1
1002340,8.4,6.0,8.6,7.25,8.0,6.0,N1
1002341,8.4,6.25,7.4,6.75,8.25,7.5,N1
1002342,9.4,4.75,8.8,8.0,8.5,4.5,N1
1002344,7.4,6.0,8.2,8.0,5.0,5.75,N1
1002345,8.4,6.0,9.0,7.25,6.75,7.25,N1
1002346,8.6,8.25,9.4,9.25,5.5,6.0,N1
1002347,8.8,8.5,9.2,8.75,7.5,8.25,N1
1002348,7.2,8.75,8.0,4.75,7.25,5.75,N1
1002349,8.0,5.25,7.2,7.75,8.5,5.25,N1
1002350,8.0,7.25,8.2,7.75,2.5,4.25,N1
1002351,7.8,7.75,8.2,8.5,5.5,5.75,N1
1002352,7.4,7.25,8.4,6.0,4.5,6.75,N1
1002353,7.2,7.25,8.0,4.5,8.0,6.75,N1
1002354,8.2,7.25,8.4,8.5,6.75,6.5,N1
1002355,8.0,7.75,8.8,8.5,6.25,6.5,N1
1002357,6.6,5.5,8.0,7.5,6.25,5.25,N1
1002358,8.0,7.5,6.6,6.5,8.75,7.0,N1
1002359,8.0,6.5,8.6,8.5,4.75,5.75,N1
1002360,9.0,7.75,8.6,8.75,5.75,5.75,N1
1002361,7.6,8.0,8.7,7.0,6.5,6.75,N1
1002362,8.6,4.75,8.8,5.0,8.0,7.0,N1
1002363,8.2,6.75,7.8,5.5,3.0,7.25,N1
1002364,7.6,7.25,8.0,7.5,6.75,7.25,N1
1002365,7.6,4.0,7.4,8.75,3.5,5.0,N1
1002366,8.4,4.5,6.6,7.75,4.75,6.5,N1
1002367,6.0,6.5,6.8,7.5,6.0,6.75,N1
1002369,7.2,7.25,3.4,4.5,7.75,3.5,N1
1002370,7.2,7.5,9.0,6.25,6.5,6.5,N1
1002371,8.4,7.25,9.4,8.25,6.0,6.25,N1
1002372,7.6,7.5,8.8,5.0,4.25,4.0,N1
1002373,7.6,8.0,7.2,5.25,8.0,8.25,N1
1002374,7.0,5.75,7.0,6.5,7.25,5.0,N1
1002375,8.0,7.0,9.4,8.0,6.5,7.0,N1
1002376,8.0,6.75,9.0,6.75,4.0,4.75,N1
1002377,8.0,6.0,8.6,7.25,3.75,6.75,N1
1002378,8.6,7.5,7.8,7.25,5.5,7.5,N1
1002379,8.2,7.25,9.2,7.0,5.75,6.5,N1
1002380,8.2,9.0,8.8,6.25,6.75,6.75,N1
1002384,6.6,8.0,8.8,6.5,4.5,4.25,N1
1002387,8.4,7.5,8.2,8.5,6.0,6.75,N1
1002393,6.0,7.5,7.6,4.25,4.75,4.75,N1
1002395,8.2,7.5,8.0,8.0,7.75,6.0,N1
1002399,8.6,8.0,8.2,8.0,7.0,6.75,N1
1002402,8.0,7.5,8.4,5.0,8.0,5.75,N1
1002403,7.4,6.0,9.0,6.75,5.25,6.75,N1
1002404,7.8,7.0,8.0,5.0,8.0,8.0,N1
1002405,8.2,8.75,8.4,5.75,3.25,5.5,N1
1002406,8.2,7.25,7.4,8.75,5.5,5.25,N1
1002407,7.2,8.5,6.8,6.25,5.0,7.75,N1
1002408,7.8,5.0,7.8,8.0,4.5,6.5,N1
1002409,7.6,6.25,8.4,6.75,6.75,7.0,N1
1002410,8.0,6.25,6.6,5.25,7.25,5.75,N1
1002411,8.6,5.0,5.4,3.25,6.75,7.0,N1
1002412,7.0,6.25,7.8,7.75,4.0,5.5,N1
1002413,7.6,7.75,8.4,6.5,5.0,4.75,N1
1002414,7.2,7.75,8.4,7.0,5.5,8.0,N1
1002415,6.6,6.0,6.6,5.25,4.0,6.5,N1
1002416,8.4,7.25,7.6,8.0,5.5,7.75,N1
1002417,8.0,7.75,7.8,5.0,9.75,9.75,N1
1002418,7.8,7.75,8.6,2.5,6.0,5.75,N1
1002419,8.4,7.25,8.8,8.0,6.5,7.5,N1
1002420,7.2,6.25,6.8,6.0,6.5,4.5,N1
1002421,7.4,6.0,6.8,7.5,4.75,4.5,N1
1002422,7.6,7.5,5.2,4.0,7.25,7.25,N1
1002423,7.4,7.5,6.4,5.25,6.0,3.5,N1
1002424,8.0,8.25,8.2,7.0,5.0,6.75,N1
1002425,8.6,7.75,7.0,8.0,8.75,4.25,N1
1002426,7.4,7.5,7.8,6.5,2.75,4.25,N1
1002427,8.0,7.0,8.4,6.0,7.5,5.5,N1
1002428,7.8,6.0,8.4,6.5,6.5,6.5,N1
1002429,7.6,7.25,7.8,3.5,7.0,6.25,N1
1002430,8.8,7.5,9.4,6.5,7.75,6.5,N1
1002431,7.0,7.25,8.4,5.0,7.0,7.5,N1
1002432,6.0,8.5,4.4,6.5,4.25,5.0,N1
1002433,8.6,8.75,7.4,8.0,9.0,8.75,N1
1002434,8.0,8.5,9.2,8.0,6.75,6.75,N1
1002435,7.6,7.5,8.6,5.75,4.0,5.5,N1
1002436,8.2,3.75,9.2,8.25,7.75,5.25,N1
1002437,8.2,6.0,8.2,7.25,7.0,4.75,N1
1002438,8.2,7.25,9.6,8.5,6.0,7.0,N1
1002439,9.0,6.0,9.4,8.25,6.5,5.25,N1
1002440,8.4,8.75,8.4,7.75,5.0,5.25,N1
1002441,6.0,6.5,9.0,2.5,4.25,4.75,N1
1002442,8.2,6.0,9.6,7.5,4.5,5.5,N1
1002443,8.6,7.5,8.4,8.25,7.5,6.75,N1
1002444,6.8,6.75,6.4,5.0,4.0,5.0,N1
1002445,8.4,6.25,6.0,8.5,7.5,3.25,N1
1002447,8.8,6.75,9.6,8.25,8.0,8.0,N1
1002449,8.2,8.25,7.4,8.5,7.75,5.25,N1
1002454,7.4,7.0,8.4,7.25,5.5,4.75,N1
1002455,7.2,8.5,8.2,5.75,6.75,7.0,N1
1002456,7.6,7.5,8.4,7.5,7.5,4.75,N1
1002458,7.4,7.75,6.6,6.0,6.25,6.75,N1
1002463,8.2,9.0,8.0,7.25,8.25,7.0,N1
1002464,7.8,8.0,8.4,6.5,9.0,7.75,N1
1002466,7.8,8.0,7.0,8.5,3.75,5.5,N1
1002467,8.6,7.0,9.4,9.25,7.25,7.75,N1
1002469,8.0,6.5,8.4,8.0,8.5,7.25,N1
1002485,6.8,7.0,7.2,6.25,2.0,5.5,N1
1002488,7.6,8.5,8.0,3.75,7.0,5.25,N1
1002494,8.2,8.75,8.8,7.75,5.0,6.0,N1
1002495,6.2,8.5,8.2,3.0,6.0,7.0,N1
1002498,7.2,8.75,8.4,4.5,7.5,8.5,N1
1002500,8.4,6.75,7.8,7.5,4.5,6.0,N1
1002501,9.0,6.5,7.8,8.5,5.5,5.0,N1
1002503,7.2,8.25,7.4,6.25,4.25,5.25,N1
1002505,8.2,7.75,8.2,7.75,4.75,3.75,N1
1002508,7.4,7.25,8.0,2.75,8.5,6.5,N1
1002510,7.8,7.25,7.8,7.0,6.25,5.25,N1
1002511,7.4,6.75,8.4,6.5,2.75,5.75,N1
1002517,8.4,8.0,9.2,7.75,7.5,5.75,N1
1002518,8.8,7.25,8.6,9.0,5.5,5.0,N1
1002519,6.8,7.0,8.4,5.5,4.5,5.0,N1
1002521,7.6,7.5,8.6,3.75,6.5,4.75,N1
1002523,8.8,7.75,6.6,5.75,6.75,4.0,N1
1002524,8.4,6.5,8.2,5.25,7.75,7.25,N1
1002526,6.8,6.5,7.8,4.25,4.5,5.75,N1
1002527,6.6,6.0,6.8,4.75,6.0,5.5,N1
1002529,8.6,7.5,7.8,7.25,3.5,4.25,N1
1002531,8.6,7.5,9.2,8.0,6.75,7.0,N1
1002541,7.8,9.25,8.6,7.75,5.0,6.5,N1
1002542,7.6,7.0,8.0,7.5,6.5,6.0,N1
1002552,7.8,8.0,9.2,7.25,5.25,6.0,N1
1002566,8.4,8.25,9.0,6.25,7.25,5.25,N1
1002575,7.0,8.0,9.6,6.25,5.5,7.5,N1
1002576,8.2,7.75,4.4,4.0,7.75,7.0,N1
1002582,8.6,7.75,3.8,7.75,7.0,6.0,N1
1002590,8.2,7.0,9.0,8.25,8.25,8.0,N1
1002591,7.2,7.75,6.4,7.0,7.0,6.25,N1
1002618,7.2,8.25,8.6,5.5,5.0,3.0,N1
1002619,8.4,7.5,8.6,7.25,9.5,6.25,N1
1002622,8.4,7.25,7.8,7.0,3.5,3.75,N1
1002624,7.6,8.5,6.8,6.25,3.25,5.0,N1
1002627,8.2,8.0,7.4,5.5,7.25,6.5,N1
1002628,8.2,8.5,7.6,6.25,5.75,6.5,N1
1002629,8.2,8.25,8.4,7.0,8.25,7.25,N1
1002631,8.4,8.0,8.8,7.0,7.75,7.75,N1
1002656,8.0,8.75,8.6,7.0,8.0,7.75,N4
1002667,6.0,8.0,4.8,5.0,4.0,5.25,N1
1002669,8.2,9.0,9.4,7.25,8.0,6.5,N1
1002675,6.6,7.25,6.0,7.5,5.5,6.75,N1
1002676,7.0,8.0,8.0,7.0,7.5,8.25,N1
1002677,8.2,6.25,8.4,7.0,6.75,5.75,N1
1002680,7.8,7.75,7.0,6.0,7.5,6.25,N1
1002697,8.2,7.0,9.0,8.25,4.75,5.75,N1
1002699,7.6,8.25,9.4,8.0,5.0,5.25,N1
1002701,8.2,7.0,8.4,9.0,3.75,5.75,N1
1002707,8.0,7.5,8.4,7.5,3.75,5.75,N1
1002710,7.6,7.25,9.2,6.5,3.0,5.5,N1
1002712,8.4,8.5,8.4,7.75,4.5,6.0,N1
1002713,8.4,7.0,9.0,6.0,7.5,8.5,N1
1002714,8.2,6.75,8.0,6.75,6.25,6.75,N1
1002717,8.4,7.0,8.8,9.0,5.75,7.0,N1
1002719,8.4,7.25,9.0,9.0,6.0,7.25,N1
1002720,7.0,8.25,9.2,7.5,7.75,7.0,N1
1002721,7.4,7.25,7.8,8.75,8.0,6.5,N1
1002727,8.2,6.5,9.0,4.0,8.0,6.75,N1
1002728,6.4,8.5,8.6,4.75,6.5,6.5,N1
1002729,7.0,8.25,6.6,3.75,6.75,6.75,N1
1002730,8.0,8.75,8.8,7.5,7.75,7.25,N1
1002732,8.4,8.25,8.0,6.75,8.75,6.75,N1
1002733,6.6,8.0,8.3,4.5,4.25,6.75,N1
1002734,8.4,7.75,8.6,8.0,8.75,7.0,N1
1002735,6.6,8.5,5.0,6.5,6.25,6.25,N1
1002737,8.4,6.75,7.2,4.75,8.25,8.75,N1
1002738,8.6,8.75,8.8,8.25,6.75,5.75,N1
1002739,8.6,8.5,8.8,8.5,6.75,6.25,N1
1002740,7.2,7.25,8.4,7.5,4.75,6.25,N1
1002741,8.2,7.25,9.4,8.25,9.5,7.25,N1
1002742,8.4,5.75,9.4,3.75,8.25,5.75,N1
1002743,8.6,6.75,9.4,8.5,7.5,6.75,N1
1002744,8.4,7.0,9.2,6.25,8.0,7.5,N1
1002745,8.4,7.25,8.8,8.25,8.5,7.0,N1
1002746,8.4,6.75,8.8,7.5,6.25,5.0,N1
1002747,7.8,6.75,4.0,3.75,8.5,7.25,N1
1002748,7.2,6.5,8.0,5.75,5.25,4.75,N1
1002749,7.4,9.25,8.4,6.75,6.5,8.5,N1
1002750,8.0,6.75,9.4,7.5,5.75,6.0,N1
1002751,6.4,5.0,8.0,5.25,4.5,6.5,N1
1002752,8.0,6.5,7.0,8.0,4.75,5.75,N1
1002753,8.0,7.0,8.8,6.0,7.75,5.5,N1
1002754,9.0,6.5,7.2,3.75,8.25,8.75,N1
1002755,7.4,8.5,7.8,5.5,5.0,5.5,N1
1002756,8.2,9.0,8.0,7.25,6.0,6.25,N1
1002757,7.6,8.0,9.0,7.75,6.5,7.0,N1
1002758,7.4,7.5,6.8,5.5,7.0,6.0,N1
1002759,7.8,7.75,8.0,6.0,5.25,4.5,N1
1002760,6.8,6.75,8.4,6.5,7.5,8.0,N1
1002761,8.2,6.75,9.0,7.75,6.5,5.75,N1
1002762,8.6,7.0,7.8,7.25,9.25,8.5,N1
1002763,7.4,8.0,7.2,7.0,5.25,4.5,N1
1002764,8.2,8.75,9.2,6.5,6.25,5.5,N1
1002766,8.4,6.5,9.4,9.0,4.0,5.25,N1
1002767,7.8,6.5,8.8,5.0,9.0,8.0,N1
1002768,8.8,7.0,8.6,8.0,7.75,4.25,N1
1002769,8.4,7.0,9.0,8.0,5.5,6.25,N1
1002770,8.6,7.0,9.2,3.0,8.0,4.75,N1
1002771,8.0,7.5,8.2,8.75,8.25,5.75,N1
1002772,7.2,7.25,8.4,7.0,3.25,4.25,N1
1002773,9.0,7.0,8.4,8.0,4.75,3.0,N1
1002774,8.0,8.0,9.4,8.25,7.25,7.0,N1
1002775,8.0,7.25,8.8,7.5,6.5,7.0,N1
1002776,8.6,8.5,8.6,4.5,6.5,3.5,N1
1002777,7.8,6.75,8.4,5.75,4.5,5.75,N1
1002778,7.8,7.25,7.6,7.5,7.0,5.0,N1
1002779,7.8,6.75,6.6,7.5,5.0,5.5,N1
1002780,8.2,8.25,8.0,4.0,8.0,3.75,N1
1002782,6.6,7.75,9.0,7.0,6.75,6.25,N1
1002783,8.0,8.0,6.6,8.25,6.5,5.0,N1
1002784,8.2,6.25,7.2,8.25,7.0,5.75,N1
1002785,8.8,7.5,8.4,4.0,8.5,4.75,N1
1002786,8.4,7.0,9.4,4.75,9.5,4.5,N1
1002787,7.6,8.5,9.2,7.75,7.25,6.75,N1
1002788,7.6,6.75,7.4,8.0,4.75,5.75,N1
1002789,8.4,7.5,7.0,8.25,8.5,7.0,N1
1002790,8.2,6.25,8.6,7.5,4.25,4.5,N1
1002791,5.8,6.0,7.4,7.0,5.25,4.25,N1
1002792,6.4,7.0,6.6,5.75,4.25,4.75,N1
1002793,8.0,7.0,8.6,7.0,7.5,6.75,N1
1002794,7.4,5.75,8.4,5.75,5.25,6.5,N1
1002795,8.8,6.75,8.8,8.0,7.0,5.75,N1
1002796,7.8,6.75,5.2,8.0,8.75,7.25,N1
1002797,8.2,6.5,8.8,8.0,6.5,5.75,N1
1002798,8.2,7.25,9.2,7.75,4.0,4.25,N1
1002799,8.4,8.75,9.4,8.75,6.0,7.75,N1
1002800,8.6,6.5,6.8,7.25,4.75,5.75,N1
1002801,7.8,6.5,6.2,2.25,6.25,5.5,N1
1002802,8.2,5.75,8.4,8.0,3.5,4.25,N1
1002813,7.6,8.0,5.6,7.0,6.25,5.75,N1
1002815,8.2,6.5,9.0,2.0,7.5,6.25,N1
1002817,8.0,7.0,8.8,4.5,8.75,6.75,N1
1002818,7.0,6.75,8.0,7.75,4.25,4.75,N1
1002825,8.2,7.25,9.2,7.5,5.25,7.25,N1
1002826,8.0,6.75,8.6,4.25,4.0,7.25,N1
1002827,7.6,6.75,8.0,3.5,5.75,5.0,N1
1002828,6.0,6.5,7.0,5.0,4.0,6.25,N1
1002829,8.4,7.0,9.2,8.25,6.25,7.25,N1
1002830,7.8,6.0,8.4,8.0,4.0,5.75,N1
1002834,6.8,6.75,6.4,6.5,1.5,5.0,N1
1002836,7.2,8.25,7.6,7.5,4.5,6.25,N1
1002837,8.6,8.75,8.8,5.25,8.5,5.5,N1
1002839,8.6,6.5,8.9,7.25,7.75,6.75,N1
1002842,7.4,8.5,9.0,7.5,7.5,7.0,N1
1002849,7.6,6.5,8.0,8.0,3.75,7.5,N1
1002863,7.6,8.0,5.6,6.5,4.5,5.75,N1
1002867,7.0,6.5,5.4,4.75,7.5,7.75,N1
1002872,9.0,8.5,9.4,5.25,8.25,5.0,N1
1002876,7.4,8.75,9.0,7.25,7.5,9.0,N1
1002885,8.0,5.0,9.0,7.75,7.0,6.75,N1
1002891,7.8,6.5,9.0,7.75,3.5,5.5,N6
1002894,8.8,8.5,8.8,7.75,8.0,6.5,N1
1002895,8.0,9.0,8.2,6.75,6.5,7.0,N1
1002897,9.0,8.75,9.0,8.75,6.25,7.0,N1
1002901,8.2,6.25,9.0,7.25,6.75,6.5,N1
1002903,6.8,6.5,7.2,4.5,7.0,6.0,N1
1002907,7.4,9.25,8.8,8.25,7.75,7.5,N1
1002910,8.2,6.75,8.6,8.25,5.0,7.0,N1
1002911,7.4,7.25,9.2,8.25,5.75,7.0,N1
1002917,7.6,7.75,8.0,8.25,6.0,7.0,N1
1002922,7.0,7.0,8.8,6.25,5.5,6.0,N1
1002927,8.2,7.0,8.0,7.25,3.5,5.5,N1
1002928,8.0,6.0,6.0,8.75,7.75,6.75,N1
1002930,8.0,8.5,9.0,6.25,9.25,8.75,N1
1002931,8.0,7.25,6.0,3.75,6.5,8.25,N1
1002932,9.2,8.25,8.6,8.5,3.25,4.5,N1
1002939,7.8,4.5,9.0,7.75,4.75,6.25,N1
1002940,8.6,7.75,8.8,4.5,8.75,7.75,N1
1002948,7.6,6.5,8.6,8.0,3.5,7.25,N1
1002949,7.6,7.0,8.8,2.5,7.5,4.0,N1
1002951,7.4,9.0,8.8,6.25,5.75,5.75,N1
1002959,8.2,8.0,8.4,7.25,5.5,6.75,N1
1002967,6.2,8.25,7.2,5.25,5.25,4.5,N1
1002974,8.8,8.0,4.8,5.75,8.0,6.0,N1
1002975,8.4,8.25,8.8,8.25,6.25,6.75,N1
1002980,8.2,7.25,5.8,8.5,6.5,6.0,N1
1002985,6.8,6.0,6.8,6.25,6.5,4.5,N1
1002986,8.0,5.5,9.2,7.0,5.0,4.75,N1
1002991,7.2,5.75,6.6,4.0,6.0,6.25,N1
1002993,7.6,8.0,8.2,7.5,7.25,6.0,N1
1002996,7.0,8.0,8.6,6.75,4.25,5.5,N1
1002999,9.0,8.75,8.8,8.5,7.25,6.25,N1
1003002,8.2,8.0,7.800000000000001,8.0,6.75,7.5,N1
1003006,7.8,8.75,6.8,5.25,6.75,5.25,N1
1003009,7.6,7.75,9.2,5.75,6.0,6.75,N1
1003010,8.0,6.0,8.6,6.75,3.5,5.5,N1
1003012,9.4,6.75,9.8,8.75,6.25,6.25,N1
1003027,6.6,7.25,5.8,3.75,5.75,5.5,N1
1003028,9.0,8.5,9.8,8.0,6.5,5.0,N1
1003038,8.6,6.75,6.2,6.5,8.25,2.5,N1
1003039,7.8,5.5,7.5,8.25,8.0,4.75,N1
1003043,8.6,7.25,8.8,7.0,8.25,7.0,N1
1003052,7.8,8.5,9.0,7.0,4.75,5.75,N1
1003055,8.0,7.25,8.6,7.75,5.0,6.0,N1
1003065,8.0,7.75,6.8,7.25,8.0,8.25,N1
1003066,8.0,7.75,9.2,8.25,5.75,6.5,N1
1003068,7.2,8.75,8.4,5.75,6.25,6.0,N1
1003069,7.4,8.0,8.8,4.75,7.5,5.25,N1
1003071,8.0,8.5,8.6,6.25,5.75,6.75,N1
1003072,8.4,7.0,9.4,8.25,7.75,8.25,N1
1003074,7.8,7.75,8.2,3.25,4.75,4.75,N1
1003076,8.2,5.5,7.3999999999999995,7.75,8.25,6.0,N1
1003079,8.0,7.5,6.6,8.25,8.25,6.25,N1
1003086,6.8,7.0,8.2,5.75,3.0,3.75,N1
1003092,8.0,8.5,9.2,8.0,6.25,7.0,N1
1003093,6.4,7.5,6.4,5.5,5.5,5.0,N1
1003096,7.4,7.0,9.2,7.0,5.0,6.0,N1
1003104,7.2,6.75,5.8,6.25,4.75,5.25,N3
1003105,7.4,7.25,8.6,7.5,3.5,4.0,N1
1003115,7.8,6.75,5.0,7.0,3.5,4.5,N1
1003121,7.6,6.75,8.6,7.5,6.25,6.5,N1
1003126,8.0,7.625,9.2,7.75,8.25,5.0,N1
1003128,7.8,8.5,7.6,8.0,8.0,6.5,N1
1003130,8.0,7.25,8.8,6.5,3.5,3.0,N1
1003135,7.4,6.75,7.4,7.75,7.0,6.5,N1
1003138,7.4,7.5,8.8,7.5,2.75,4.5,N1
1003144,6.8,6.75,6.4,5.25,6.5,5.0,N1
1003145,8.4,8.0,8.8,6.25,6.25,6.75,N1
1003146,8.6,8.75,9.2,8.25,7.25,7.0,N1
1003148,8.6,8.25,8.2,7.75,4.25,5.0,N1
1003151,8.2,7.875,7.4,8.75,2.5,3.5,N1
1003153,7.4,7.5,9.2,7.5,3.75,5.75,N1
1003155,7.6,6.75,8.4,4.5,4.5,5.75,N1
1003164,8.0,7.25,6.8,5.5,4.5,6.5,N1
1003250,8.4,6.0,6.666666666666667,8.0,9.0,4.75,N1
1003342,6.4,7.25,6.533333333333333,4.75,6.5,4.75,N1
1003362,7.2,8.5,6.4,3.5,7.5,8.0,N1
1003363,8.2,7.75,9.0,9.0,6.25,6.0,N1
1003365,8.0,7.5,7.4,8.75,6.75,6.75,N1
1003366,7.2,7.75,8.8,7.75,7.75,7.25,N1
1003367,7.8,7.75,9.4,8.5,7.5,7.0,N1
1003368,8.2,7.75,9.2,8.25,7.75,8.0,N1
1003369,8.8,6.5,9.2,9.25,9.25,6.75,N1
1003370,7.4,7.0,9.0,8.0,7.5,7.0,N1
1003371,8.6,5.0,7.0,8.25,7.75,6.5,N1
1003372,7.2,8.0,8.2,6.75,3.25,7.25,N1
1003379,8.0,7.75,9.0,2.5,7.5,4.75,N1
1003380,8.0,7.0,7.4,5.0,4.0,5.25,N1
1003381,8.0,4.75,8.0,6.75,4.75,4.0,N1
1003383,8.2,7.0,8.8,8.5,4.5,7.0,N1
1003384,8.2,4.5,9.0,7.75,7.0,6.0,N1
1003385,8.0,6.75,9.6,8.25,5.25,5.0,N1
1003386,8.8,7.25,2.4,8.25,5.75,6.75,N1
1003389,7.8,7.5,8.0,4.75,8.5,8.25,N1
1003390,7.6,7.75,9.0,7.5,5.0,7.75,N1
1003392,7.4,8.0,8.8,8.0,4.5,4.5,N1
1003393,8.4,7.25,9.0,7.5,4.75,6.25,N1
1003394,7.6,7.0,9.2,8.0,5.5,5.5,N1
1003395,7.8,8.5,8.6,8.0,4.0,5.5,N1
1003397,8.6,7.25,8.6,8.25,6.0,6.25,N1
1003398,7.0,5.75,6.2,7.25,5.0,5.25,N1
1003399,8.6,7.0,7.4,7.0,7.75,9.25,N1
1003400,8.6,8.5,8.8,6.75,7.75,6.75,N1
1003401,7.2,8.0,6.6,6.5,4.25,5.25,N1
1003402,7.6,7.25,8.8,8.0,4.75,5.5,N1
1003404,8.2,5.75,7.0,6.5,4.0,5.5,N1
1003405,7.2,7.5,6.8,6.0,3.75,4.0,N1
1003406,8.6,7.5,9.0,8.75,4.25,6.75,N1
1003407,8.4,5.5,8.6,7.25,7.0,5.5,N1
1003408,8.2,6.5,8.2,3.5,4.5,5.5,N1
1003409,8.0,8.25,8.5,7.0,6.5,7.0,N1
1003411,9.0,7.0,8.8,9.0,5.5,6.5,N1
1003412,7.8,6.0,8.4,6.0,4.25,7.0,N1
1003413,7.4,7.0,9.6,7.75,5.0,4.75,N1
1003414,5.6,7.0,7.0,5.25,5.75,5.25,N1
1003415,8.0,6.0,8.0,7.0,4.5,6.25,N1
1003416,7.4,6.5,8.8,5.0,7.0,6.5,N1
1003418,6.8,6.75,6.8,4.5,4.75,4.25,N1
1003419,8.6,8.5,9.4,6.0,8.5,7.75,N1
1003420,8.2,7.0,7.6,4.0,8.5,8.25,N1
1003421,7.6,6.0,9.2,7.0,6.25,6.0,N1
1003425,8.6,8.5,7.8,8.5,5.5,5.75,N1
1003427,7.6,7.5,7.0,7.25,7.0,6.75,N1
1003430,8.0,5.25,8.8,7.25,6.0,5.75,N1
1003432,8.4,7.0,9.2,8.25,5.0,6.25,N1
1003437,8.4,6.75,8.2,3.5,8.0,4.75,N1
1003438,8.0,7.25,9.0,5.5,2.25,5.5,N1
1003441,8.4,6.75,5.6,8.0,7.25,5.0,N1
1003444,8.8,8.25,7.4,4.5,9.0,9.25,N1
1003448,7.8,6.5,7.6,4.75,7.0,4.75,N1
1003449,8.4,6.0,7.6,8.25,8.0,3.0,N1
1003451,7.2,7.5,9.2,5.75,8.0,8.5,N1
1003453,8.2,8.0,9.2,6.75,7.75,6.5,N1
1003454,8.0,8.75,9.4,5.75,5.25,6.0,N1
1003456,9.0,8.75,9.8,9.25,8.0,8.75,N1
1003459,8.6,8.5,8.8,7.0,7.25,6.0,N1
1003464,7.4,5.75,8.8,6.0,4.0,7.0,N1
1003465,8.0,5.75,8.6,6.0,6.25,7.25,N1
1003466,9.4,6.5,8.0,7.25,5.0,5.75,N1
1003467,7.2,6.5,8.4,7.75,7.5,6.75,N1
1003468,7.6,7.75,6.0,4.0,7.75,7.0,N1
1003469,8.0,5.75,8.6,8.75,2.75,3.0,N1
1003470,7.4,7.75,9.2,8.25,6.5,7.75,N1
1003472,8.8,7.25,8.0,8.25,7.5,8.0,N1
1003474,8.0,6.75,6.0,6.25,8.25,7.5,N1
1003475,6.6,6.5,5.8,7.0,3.5,5.0,N1
1003476,7.8,4.75,7.8,6.25,5.5,5.75,N1
1003477,7.4,7.0,8.6,7.5,4.75,6.75,N1
1003478,8.0,5.75,8.8,8.25,2.5,3.25,N1
1003480,7.6,7.25,9.2,7.0,5.0,8.25,N1
1003485,8.4,8.25,9.2,7.75,5.25,5.5,N1
1003486,7.8,6.75,8.8,8.25,5.25,7.5,N1
1003487,8.4,5.0,8.4,9.0,7.5,6.0,N1
1003492,8.0,7.25,8.6,6.5,4.75,5.0,N1
1003493,7.8,6.75,6.6,7.75,6.5,5.0,N6
1003494,7.4,6.25,8.6,7.75,6.75,5.25,N1
1003498,8.6,6.25,8.6,8.25,7.25,6.0,N1
1003499,7.2,5.25,7.2,5.25,4.25,6.25,N1
1003500,7.8,8.0,8.4,7.75,5.0,6.0,N1
1003501,8.2,7.75,7.8,7.0,7.75,5.0,N1
1003506,8.4,9.0,8.6,5.75,8.0,7.5,N1
1003509,8.4,7.5,8.0,8.75,8.5,6.5,N1
1003513,9.0,5.0,8.6,7.0,6.5,5.25,N1
1003514,8.4,8.25,9.0,7.0,7.75,6.25,N1
1003515,6.8,8.25,7.4,4.0,3.5,5.0,N1
1003517,8.6,7.75,8.2,7.5,8.75,7.5,N1
1003518,7.6,8.0,9.0,8.0,4.0,6.0,N1
1003521,8.0,8.0,7.6,7.75,5.5,7.0,N1
1003523,8.4,8.0,8.4,7.25,7.0,6.75,N1
1003528,8.8,7.5,4.8,7.25,8.5,5.0,N1
1003533,7.2,7.5,6.6,6.5,6.75,8.25,N1
1003537,8.8,8.0,8.4,9.25,9.0,7.25,N1
1003539,8.8,6.75,7.0,5.25,7.0,4.25,N1
1003543,8.0,8.25,9.4,5.25,6.5,6.75,N1
1003546,8.4,8.0,9.0,7.75,7.5,5.5,N1
